Time,Traffic Route,Vehicle Type,Count
07:15,B2C,TAXI,0
07:15,B2C,LGV,2
07:15,B2C,OGV1,0
07:15,B2C,OGV2,0
07:15,B2C,CDB,0
07:15,B2C,BEB,0
07:15,B2C,OB,0
07:15,B2C,TOT,4
07:15,B2C,PCU,4
07:15,B2D,PCL,0
07:15,B2D,MCL,0
07:15,B2D,CAR,0
07:15,B2D,TAXI,0
07:15,B2D,LGV,0
07:15,B2D,OGV1,0
07:15,B2D,OGV2,0
07:15,B2D,CDB,0
07:15,B2D,BEB,0
07:15,B2D,OB,0
07:15,B2D,TOT,0
07:15,B2D,PCU,0
07:15,C2A,PCL,0
07:15,C2A,MCL,0
07:15,C2A,CAR,28
07:15,C2A,TAXI,0
07:15,C2A,LGV,5
07:15,C2A,OGV1,1
07:15,C2A,OGV2,1
07:15,C2A,CDB,0
07:15,C2A,BEB,0
07:15,C2A,OB,0
07:15,C2A,TOT,35
07:15,C2A,PCU,36.8
07:15,C2B,PCL,1
07:15,C2B,MCL,0
07:15,C2B,CAR,86
07:15,C2B,TAXI,1
07:15,C2B,LGV,19
07:15,C2B,OGV1,3
07:15,C2B,OGV2,0
07:15,C2B,CDB,0
07:15,C2B,BEB,0
07:15,C2B,OB,0
07:15,C2B,TOT,110
07:15,C2B,PCU,110.6
07:15,C2D,PCL,0
07:15,C2D,MCL,0
07:15,C2D,CAR,5
07:15,C2D,TAXI,0
07:15,C2D,LGV,0
07:15,C2D,OGV1,0
07:15,C2D,OGV2,0
07:15,C2D,CDB,0
07:15,C2D,BEB,0
07:15,C2D,OB,0
07:15,C2D,TOT,5
07:15,C2D,PCU,5
07:15,D2A,PCL,0
07:15,D2A,MCL,0
07:15,D2A,CAR,28
07:15,D2A,TAXI,1
07:15,D2A,LGV,16
07:15,D2A,OGV1,2
07:15,D2A,OGV2,1
07:15,D2A,CDB,0
07:15,D2A,BEB,0
07:15,D2A,OB,0
07:15,D2A,TOT,48
07:15,D2A,PCU,50.3
07:15,D2B,PCL,0
07:15,D2B,MCL,0
07:15,D2B,CAR,0
07:15,D2B,TAXI,0
07:15,D2B,LGV,0
07:15,D2B,OGV1,0
07:15,D2B,OGV2,0
07:15,D2B,CDB,0
07:15,D2B,BEB,0
07:15,D2B,OB,0
07:15,D2B,TOT,0
07:15,D2B,PCU,0
07:15,D2C,PCL,1
07:15,D2C,MCL,0
07:15,D2C,CAR,2
07:15,D2C,TAXI,0
07:15,D2C,LGV,0
07:15,D2C,OGV1,0
07:15,D2C,OGV2,0
07:15,D2C,CDB,0
07:15,D2C,BEB,0
07:15,D2C,OB,0
07:15,D2C,TOT,3
07:15,D2C,PCU,2.1
07:30,A2B,PCL,0
07:30,A2B,MCL,0
07:30,A2B,CAR,0
07:30,A2B,TAXI,0
07:30,A2B,LGV,0
07:30,A2B,OGV1,0
07:30,A2B,OGV2,0
07:30,A2B,CDB,0
07:30,A2B,BEB,0
07:30,A2B,OB,0
07:30,A2B,TOT,0
07:30,A2B,PCU,0
07:30,A2C,PCL,0
07:30,A2C,MCL,0
07:30,A2C,CAR,0
07:30,A2C,TAXI,0
07:30,A2C,LGV,0
07:30,A2C,OGV1,0
07:30,A2C,OGV2,0
07:30,A2C,CDB,0
07:30,A2C,BEB,0
07:30,A2C,OB,0
07:30,A2C,TOT,0
07:30,A2C,PCU,0
07:30,A2D,PCL,0
07:30,A2D,MCL,0
07:30,A2D,CAR,0
07:30,A2D,TAXI,0
07:30,A2D,LGV,0
07:30,A2D,OGV1,0
07:30,A2D,OGV2,0
07:30,A2D,CDB,0
07:30,A2D,BEB,0
07:30,A2D,OB,0
07:30,A2D,TOT,0
07:30,A2D,PCU,0
07:30,B2A,PCL,0
07:30,B2A,MCL,0
07:30,B2A,CAR,0
07:30,B2A,TAXI,0
07:30,B2A,LGV,1
07:30,B2A,OGV1,0
07:30,B2A,OGV2,0
07:30,B2A,CDB,0
07:30,B2A,BEB,0
07:30,B2A,OB,0
07:30,B2A,TOT,1
07:30,B2A,PCU,1
07:30,B2C,PCL,0
07:30,B2C,MCL,0
07:30,B2C,CAR,6
07:30,B2C,TAXI,0
07:30,B2C,LGV,0
07:30,B2C,OGV1,0
07:30,B2C,OGV2,0
07:30,B2C,CDB,0
07:30,B2C,BEB,0
07:30,B2C,OB,0
07:30,B2C,TOT,6
07:30,B2C,PCU,6
07:30,B2D,PCL,0
07:30,B2D,MCL,0
07:30,B2D,CAR,0
07:30,B2D,TAXI,0
07:30,B2D,LGV,0
07:30,B2D,OGV1,0
07:30,B2D,OGV2,0
07:30,B2D,CDB,0
07:30,B2D,BEB,0
07:30,B2D,OB,0
07:30,B2D,TOT,0
07:30,B2D,PCU,0
07:30,C2A,PCL,0
07:30,C2A,MCL,0
07:30,C2A,CAR,64
07:30,C2A,TAXI,0
07:30,C2A,LGV,9
07:30,C2A,OGV1,0
07:30,C2A,OGV2,1
07:30,C2A,CDB,0
07:30,C2A,BEB,0
07:30,C2A,OB,0
07:30,C2A,TOT,74
07:30,C2A,PCU,75.3
07:30,C2B,PCL,0
07:30,C2B,MCL,0
07:30,C2B,CAR,102
07:30,C2B,TAXI,0
07:30,C2B,LGV,20
07:30,C2B,OGV1,1
07:30,C2B,OGV2,1
07:30,C2B,CDB,0
07:30,C2B,BEB,0
07:30,C2B,OB,0
07:30,C2B,TOT,124
07:30,C2B,PCU,125.8
07:30,C2D,PCL,0
07:30,C2D,MCL,0
07:30,C2D,CAR,22
07:30,C2D,TAXI,0
07:30,C2D,LGV,5
07:30,C2D,OGV1,0
07:30,C2D,OGV2,0
07:30,C2D,CDB,0
07:30,C2D,BEB,0
07:30,C2D,OB,0
07:30,C2D,TOT,27
07:30,C2D,PCU,27
07:30,D2A,PCL,0
07:30,D2A,MCL,0
07:30,D2A,CAR,21
07:30,D2A,TAXI,0
07:30,D2A,LGV,18
07:30,D2A,OGV1,4
07:30,D2A,OGV2,2
07:30,D2A,CDB,0
07:30,D2A,BEB,0
07:30,D2A,OB,2
07:30,D2A,TOT,47
07:30,D2A,PCU,53.6
07:30,D2B,PCL,0
07:30,D2B,MCL,0
07:30,D2B,CAR,0
07:30,D2B,TAXI,0
07:30,D2B,LGV,0
07:30,D2B,OGV1,0
07:30,D2B,OGV2,0
07:30,D2B,CDB,0
07:30,D2B,BEB,0
07:30,D2B,OB,0
07:30,D2B,TOT,0
07:30,D2B,PCU,0
07:30,D2C,PCL,0
07:30,D2C,MCL,0
07:30,D2C,CAR,8
07:30,D2C,TAXI,0
07:30,D2C,LGV,0
07:30,D2C,OGV1,0
07:30,D2C,OGV2,0
07:30,D2C,CDB,1
07:30,D2C,BEB,0
07:30,D2C,OB,0
07:30,D2C,TOT,9
07:30,D2C,PCU,10
07:45,A2B,PCL,0
07:45,A2B,MCL,0
07:45,A2B,CAR,0
07:45,A2B,TAXI,0
07:45,A2B,LGV,0
07:45,A2B,OGV1,0
07:45,A2B,OGV2,0
07:45,A2B,CDB,0
07:45,A2B,BEB,0
07:45,A2B,OB,0
07:45,A2B,TOT,0
07:45,A2B,PCU,0
07:45,A2C,PCL,0
07:45,A2C,MCL,0
07:45,A2C,CAR,0
07:45,A2C,TAXI,0
07:45,A2C,LGV,0
07:45,A2C,OGV1,0
07:45,A2C,OGV2,0
07:45,A2C,CDB,0
07:45,A2C,BEB,0
07:45,A2C,OB,0
07:45,A2C,TOT,0
07:45,A2C,PCU,0
07:45,A2D,PCL,1
07:45,A2D,MCL,0
07:45,A2D,CAR,0
07:45,A2D,TAXI,0
07:45,A2D,LGV,1
07:45,A2D,OGV1,0
07:45,A2D,OGV2,0
07:45,A2D,CDB,0
07:45,A2D,BEB,0
07:45,A2D,OB,0
07:45,A2D,TOT,2
07:45,A2D,PCU,1.1
07:45,B2A,PCL,0
07:45,B2A,MCL,0
07:45,B2A,CAR,0
07:45,B2A,TAXI,0
07:45,B2A,LGV,0
07:45,B2A,OGV1,0
07:45,B2A,OGV2,0
07:45,B2A,CDB,0
07:45,B2A,BEB,0
07:45,B2A,OB,0
07:45,B2A,TOT,0
07:45,B2A,PCU,0
07:45,B2C,PCL,0
07:45,B2C,MCL,0
07:45,B2C,CAR,2
07:45,B2C,TAXI,0
07:45,B2C,LGV,1
07:45,B2C,OGV1,0
07:45,B2C,OGV2,0
07:45,B2C,CDB,0
07:45,B2C,BEB,0
07:45,B2C,OB,0
07:45,B2C,TOT,3
07:45,B2C,PCU,3
07:45,B2D,PCL,0
07:45,B2D,MCL,0
07:45,B2D,CAR,0
07:45,B2D,TAXI,0
07:45,B2D,LGV,0
07:45,B2D,OGV1,0
07:45,B2D,OGV2,0
07:45,B2D,CDB,0
07:45,B2D,BEB,0
07:45,B2D,OB,0
07:45,B2D,TOT,0
07:45,B2D,PCU,0
07:45,C2A,PCL,0
07:45,C2A,MCL,0
07:45,C2A,CAR,90
07:45,C2A,TAXI,0
07:45,C2A,LGV,11
07:45,C2A,OGV1,2
07:45,C2A,OGV2,0
07:45,C2A,CDB,0
07:45,C2A,BEB,0
07:45,C2A,OB,1
07:45,C2A,TOT,104
07:45,C2A,PCU,106
07:45,C2B,PCL,2
07:45,C2B,MCL,0
07:45,C2B,CAR,146
07:45,C2B,TAXI,0
07:45,C2B,LGV,26
07:45,C2B,OGV1,1
07:45,C2B,OGV2,1
07:45,C2B,CDB,0
07:45,C2B,BEB,0
07:45,C2B,OB,2
07:45,C2B,TOT,178
07:45,C2B,PCU,180
07:45,C2D,PCL,0
07:45,C2D,MCL,0
07:45,C2D,CAR,38
07:45,C2D,TAXI,0
07:45,C2D,LGV,2
07:45,C2D,OGV1,0
07:45,C2D,OGV2,0
07:45,C2D,CDB,0
07:45,C2D,BEB,0
07:45,C2D,OB,0
07:45,C2D,TOT,40
07:45,C2D,PCU,40
07:45,D2A,PCL,0
07:45,D2A,MCL,0
07:45,D2A,CAR,33
07:45,D2A,TAXI,1
07:45,D2A,LGV,14
07:45,D2A,OGV1,5
07:45,D2A,OGV2,0
07:45,D2A,CDB,0
07:45,D2A,BEB,0
07:45,D2A,OB,0
07:45,D2A,TOT,53
07:45,D2A,PCU,55.5
07:45,D2B,PCL,0
07:45,D2B,MCL,0
07:45,D2B,CAR,0
07:45,D2B,TAXI,0
07:45,D2B,LGV,0
07:45,D2B,OGV1,0
07:45,D2B,OGV2,0
07:45,D2B,CDB,0
07:45,D2B,BEB,0
07:45,D2B,OB,0
07:45,D2B,TOT,0
07:45,D2B,PCU,0
07:45,D2C,PCL,0
07:45,D2C,MCL,0
07:45,D2C,CAR,12
07:45,D2C,TAXI,0
07:45,D2C,LGV,0
07:45,D2C,OGV1,0
07:45,D2C,OGV2,0
07:45,D2C,CDB,1
07:45,D2C,BEB,0
07:45,D2C,OB,0
07:45,D2C,TOT,13
07:45,D2C,PCU,14
08:00,A2B,PCL,0
08:00,A2B,MCL,0
08:00,A2B,CAR,0
08:00,A2B,TAXI,0
08:00,A2B,LGV,0
08:00,A2B,OGV1,0
08:00,A2B,OGV2,0
08:00,A2B,CDB,0
08:00,A2B,BEB,0
08:00,A2B,OB,0
08:00,A2B,TOT,0
08:00,A2B,PCU,0
08:00,A2C,PCL,0
08:00,A2C,MCL,0
08:00,A2C,CAR,0
08:00,A2C,TAXI,0
08:00,A2C,LGV,0
08:00,A2C,OGV1,0
08:00,A2C,OGV2,0
08:00,A2C,CDB,0
08:00,A2C,BEB,0
08:00,A2C,OB,0
08:00,A2C,TOT,0
08:00,A2C,PCU,0
08:00,A2D,PCL,0
08:00,A2D,MCL,0
08:00,A2D,CAR,0
08:00,A2D,TAXI,1
08:00,A2D,LGV,1
08:00,A2D,OGV1,0
08:00,A2D,OGV2,0
08:00,A2D,CDB,0
08:00,A2D,BEB,0
08:00,A2D,OB,0
08:00,A2D,TOT,2
08:00,A2D,PCU,2
08:00,B2A,PCL,0
08:00,B2A,MCL,0
08:00,B2A,CAR,1
08:00,B2A,TAXI,0
08:00,B2A,LGV,0
08:00,B2A,OGV1,0
08:00,B2A,OGV2,0
08:00,B2A,CDB,0
08:00,B2A,BEB,0
08:00,B2A,OB,0
08:00,B2A,TOT,1
08:00,B2A,PCU,1
08:00,B2C,PCL,0
08:00,B2C,MCL,0
08:00,B2C,CAR,10
08:00,B2C,TAXI,0
08:00,B2C,LGV,2
08:00,B2C,OGV1,0
08:00,B2C,OGV2,0
08:00,B2C,CDB,0
08:00,B2C,BEB,0
08:00,B2C,OB,0
08:00,B2C,TOT,12
08:00,B2C,PCU,12
08:00,B2D,PCL,0
08:00,B2D,MCL,0
08:00,B2D,CAR,0
08:00,B2D,TAXI,0
08:00,B2D,LGV,0
08:00,B2D,OGV1,0
08:00,B2D,OGV2,0
08:00,B2D,CDB,0
08:00,B2D,BEB,0
08:00,B2D,OB,0
08:00,B2D,TOT,0
08:00,B2D,PCU,0
08:00,C2A,PCL,2
08:00,C2A,MCL,0
08:00,C2A,CAR,133
08:00,C2A,TAXI,1
08:00,C2A,LGV,7
08:00,C2A,OGV1,0
08:00,C2A,OGV2,0
08:00,C2A,CDB,0
08:00,C2A,BEB,0
08:00,C2A,OB,0
08:00,C2A,TOT,143
08:00,C2A,PCU,141.2
08:00,C2B,PCL,3
08:00,C2B,MCL,0
08:00,C2B,CAR,158
08:00,C2B,TAXI,0
08:00,C2B,LGV,12
08:00,C2B,OGV1,1
08:00,C2B,OGV2,1
08:00,C2B,CDB,0
08:00,C2B,BEB,0
08:00,C2B,OB,4
08:00,C2B,TOT,179
08:00,C2B,PCU,182.1
08:00,C2D,PCL,1
08:00,C2D,MCL,0
08:00,C2D,CAR,40
08:00,C2D,TAXI,1
08:00,C2D,LGV,0
08:00,C2D,OGV1,0
08:00,C2D,OGV2,0
08:00,C2D,CDB,0
08:00,C2D,BEB,0
08:00,C2D,OB,0
08:00,C2D,TOT,42
08:00,C2D,PCU,41.1
08:00,D2A,PCL,0
08:00,D2A,MCL,0
08:00,D2A,CAR,34
08:00,D2A,TAXI,0
08:00,D2A,LGV,10
08:00,D2A,OGV1,2
08:00,D2A,OGV2,2
08:00,D2A,CDB,0
08:00,D2A,BEB,0
08:00,D2A,OB,0
08:00,D2A,TOT,48
08:00,D2A,PCU,51.6
08:00,D2B,PCL,0
08:00,D2B,MCL,0
08:00,D2B,CAR,0
08:00,D2B,TAXI,0
08:00,D2B,LGV,0
08:00,D2B,OGV1,0
08:00,D2B,OGV2,0
08:00,D2B,CDB,0
08:00,D2B,BEB,0
08:00,D2B,OB,0
08:00,D2B,TOT,0
08:00,D2B,PCU,0
