Time,Traffic Route,Vehicle Type,Count
08:30,D2A,TAXI,1
08:30,D2A,LGV,9
08:30,D2A,OGV1,2
08:30,D2A,OGV2,1
08:30,D2A,CDB,0
08:30,D2A,BEB,0
08:30,D2A,OB,0
08:30,D2A,TOT,61
08:30,D2A,PCU,63.3
08:30,D2B,PCL,0
08:30,D2B,MCL,0
08:30,D2B,CAR,0
08:30,D2B,TAXI,0
08:30,D2B,LGV,0
08:30,D2B,OGV1,0
08:30,D2B,OGV2,0
08:30,D2B,CDB,0
08:30,D2B,BEB,0
08:30,D2B,OB,0
08:30,D2B,TOT,0
08:30,D2B,PCU,0
08:30,D2C,PCL,3
08:30,D2C,MCL,0
08:30,D2C,CAR,12
08:30,D2C,TAXI,0
08:30,D2C,LGV,0
08:30,D2C,OGV1,0
08:30,D2C,OGV2,0
08:30,D2C,CDB,0
08:30,D2C,BEB,0
08:30,D2C,OB,0
08:30,D2C,TOT,15
08:30,D2C,PCU,12.3
08:45,A2B,PCL,0
08:45,A2B,MCL,0
08:45,A2B,CAR,0
08:45,A2B,TAXI,0
08:45,A2B,LGV,0
08:45,A2B,OGV1,0
08:45,A2B,OGV2,0
08:45,A2B,CDB,0
08:45,A2B,BEB,0
08:45,A2B,OB,0
08:45,A2B,TOT,0
08:45,A2B,PCU,0
08:45,A2C,PCL,0
08:45,A2C,MCL,0
08:45,A2C,CAR,0
08:45,A2C,TAXI,0
08:45,A2C,LGV,0
08:45,A2C,OGV1,0
08:45,A2C,OGV2,0
08:45,A2C,CDB,0
08:45,A2C,BEB,0
08:45,A2C,OB,0
08:45,A2C,TOT,0
08:45,A2C,PCU,0
08:45,A2D,PCL,0
08:45,A2D,MCL,0
08:45,A2D,CAR,1
08:45,A2D,TAXI,1
08:45,A2D,LGV,0
08:45,A2D,OGV1,0
08:45,A2D,OGV2,0
08:45,A2D,CDB,0
08:45,A2D,BEB,0
08:45,A2D,OB,0
08:45,A2D,TOT,2
08:45,A2D,PCU,2
08:45,B2A,PCL,0
08:45,B2A,MCL,0
08:45,B2A,CAR,0
08:45,B2A,TAXI,0
08:45,B2A,LGV,1
08:45,B2A,OGV1,0
08:45,B2A,OGV2,0
08:45,B2A,CDB,0
08:45,B2A,BEB,0
08:45,B2A,OB,0
08:45,B2A,TOT,1
08:45,B2A,PCU,1
08:45,B2C,PCL,3
08:45,B2C,MCL,0
08:45,B2C,CAR,25
08:45,B2C,TAXI,0
08:45,B2C,LGV,2
08:45,B2C,OGV1,0
08:45,B2C,OGV2,0
08:45,B2C,CDB,0
08:45,B2C,BEB,0
08:45,B2C,OB,0
08:45,B2C,TOT,30
08:45,B2C,PCU,27.3
08:45,B2D,PCL,0
08:45,B2D,MCL,0
08:45,B2D,CAR,0
08:45,B2D,TAXI,0
08:45,B2D,LGV,0
08:45,B2D,OGV1,0
08:45,B2D,OGV2,0
08:45,B2D,CDB,0
08:45,B2D,BEB,0
08:45,B2D,OB,0
08:45,B2D,TOT,0
08:45,B2D,PCU,0
08:45,C2A,PCL,2
08:45,C2A,MCL,0
08:45,C2A,CAR,99
08:45,C2A,TAXI,0
08:45,C2A,LGV,7
08:45,C2A,OGV1,0
08:45,C2A,OGV2,2
08:45,C2A,CDB,0
08:45,C2A,BEB,0
08:45,C2A,OB,1
08:45,C2A,TOT,111
08:45,C2A,PCU,112.8
08:45,C2B,PCL,8
08:45,C2B,MCL,0
08:45,C2B,CAR,146
08:45,C2B,TAXI,1
08:45,C2B,LGV,10
08:45,C2B,OGV1,0
08:45,C2B,OGV2,0
08:45,C2B,CDB,0
08:45,C2B,BEB,0
08:45,C2B,OB,0
08:45,C2B,TOT,165
08:45,C2B,PCU,157.8
08:45,C2D,PCL,4
08:45,C2D,MCL,0
08:45,C2D,CAR,32
08:45,C2D,TAXI,0
08:45,C2D,LGV,0
08:45,C2D,OGV1,1
08:45,C2D,OGV2,0
08:45,C2D,CDB,0
08:45,C2D,BEB,0
08:45,C2D,OB,0
08:45,C2D,TOT,37
08:45,C2D,PCU,33.9
08:45,D2A,PCL,0
08:45,D2A,MCL,0
08:45,D2A,CAR,27
08:45,D2A,TAXI,1
08:45,D2A,LGV,12
08:45,D2A,OGV1,2
08:45,D2A,OGV2,5
08:45,D2A,CDB,0
08:45,D2A,BEB,0
08:45,D2A,OB,1
08:45,D2A,TOT,48
08:45,D2A,PCU,56.5
08:45,D2B,PCL,0
08:45,D2B,MCL,0
08:45,D2B,CAR,0
08:45,D2B,TAXI,0
08:45,D2B,LGV,0
08:45,D2B,OGV1,0
08:45,D2B,OGV2,0
08:45,D2B,CDB,0
08:45,D2B,BEB,0
08:45,D2B,OB,0
08:45,D2B,TOT,0
08:45,D2B,PCU,0
08:45,D2C,PCL,6
08:45,D2C,MCL,0
08:45,D2C,CAR,7
08:45,D2C,TAXI,0
08:45,D2C,LGV,0
08:45,D2C,OGV1,0
08:45,D2C,OGV2,0
08:45,D2C,CDB,0
08:45,D2C,BEB,1
08:45,D2C,OB,0
08:45,D2C,TOT,14
08:45,D2C,PCU,9.6
09:00,A2B,PCL,0
09:00,A2B,MCL,0
09:00,A2B,CAR,0
09:00,A2B,TAXI,0
09:00,A2B,LGV,0
09:00,A2B,OGV1,0
09:00,A2B,OGV2,0
09:00,A2B,CDB,0
09:00,A2B,BEB,0
09:00,A2B,OB,0
09:00,A2B,TOT,0
09:00,A2B,PCU,0
09:00,A2C,PCL,0
09:00,A2C,MCL,0
09:00,A2C,CAR,0
09:00,A2C,TAXI,0
09:00,A2C,LGV,0
09:00,A2C,OGV1,0
09:00,A2C,OGV2,0
09:00,A2C,CDB,0
09:00,A2C,BEB,0
09:00,A2C,OB,0
09:00,A2C,TOT,0
09:00,A2C,PCU,0
09:00,A2D,PCL,1
09:00,A2D,MCL,0
09:00,A2D,CAR,2
09:00,A2D,TAXI,0
09:00,A2D,LGV,0
09:00,A2D,OGV1,2
09:00,A2D,OGV2,0
09:00,A2D,CDB,0
09:00,A2D,BEB,0
09:00,A2D,OB,0
09:00,A2D,TOT,5
09:00,A2D,PCU,5.1
09:00,B2A,PCL,0
09:00,B2A,MCL,0
09:00,B2A,CAR,1
09:00,B2A,TAXI,0
09:00,B2A,LGV,1
09:00,B2A,OGV1,0
09:00,B2A,OGV2,0
09:00,B2A,CDB,0
09:00,B2A,BEB,0
09:00,B2A,OB,0
09:00,B2A,TOT,2
09:00,B2A,PCU,2
09:00,B2C,PCL,0
09:00,B2C,MCL,0
09:00,B2C,CAR,32
09:00,B2C,TAXI,0
09:00,B2C,LGV,0
09:00,B2C,OGV1,0
09:00,B2C,OGV2,0
09:00,B2C,CDB,0
09:00,B2C,BEB,0
09:00,B2C,OB,0
09:00,B2C,TOT,32
09:00,B2C,PCU,32
09:00,B2D,PCL,0
09:00,B2D,MCL,0
09:00,B2D,CAR,0
09:00,B2D,TAXI,0
09:00,B2D,LGV,0
09:00,B2D,OGV1,0
09:00,B2D,OGV2,0
09:00,B2D,CDB,0
09:00,B2D,BEB,0
09:00,B2D,OB,0
09:00,B2D,TOT,0
09:00,B2D,PCU,0
09:00,C2A,PCL,0
09:00,C2A,MCL,0
09:00,C2A,CAR,94
09:00,C2A,TAXI,3
09:00,C2A,LGV,5
09:00,C2A,OGV1,0
09:00,C2A,OGV2,1
09:00,C2A,CDB,0
09:00,C2A,BEB,0
09:00,C2A,OB,0
09:00,C2A,TOT,103
09:00,C2A,PCU,104.3
09:00,C2B,PCL,4
09:00,C2B,MCL,0
09:00,C2B,CAR,149
09:00,C2B,TAXI,0
09:00,C2B,LGV,10
09:00,C2B,OGV1,3
09:00,C2B,OGV2,3
09:00,C2B,CDB,0
09:00,C2B,BEB,0
09:00,C2B,OB,0
09:00,C2B,TOT,169
09:00,C2B,PCU,170.8
09:00,C2D,PCL,4
09:00,C2D,MCL,0
09:00,C2D,CAR,51
09:00,C2D,TAXI,0
09:00,C2D,LGV,1
09:00,C2D,OGV1,0
09:00,C2D,OGV2,0
09:00,C2D,CDB,0
09:00,C2D,BEB,0
09:00,C2D,OB,0
09:00,C2D,TOT,56
09:00,C2D,PCU,52.4
09:00,D2A,PCL,0
09:00,D2A,MCL,0
09:00,D2A,CAR,27
09:00,D2A,TAXI,2
09:00,D2A,LGV,9
09:00,D2A,OGV1,3
09:00,D2A,OGV2,4
09:00,D2A,CDB,0
09:00,D2A,BEB,0
09:00,D2A,OB,0
09:00,D2A,TOT,45
09:00,D2A,PCU,51.7
09:00,D2B,PCL,0
09:00,D2B,MCL,0
09:00,D2B,CAR,0
09:00,D2B,TAXI,0
09:00,D2B,LGV,0
09:00,D2B,OGV1,0
09:00,D2B,OGV2,0
09:00,D2B,CDB,0
09:00,D2B,BEB,0
09:00,D2B,OB,0
09:00,D2B,TOT,0
09:00,D2B,PCU,0
09:00,D2C,PCL,1
09:00,D2C,MCL,0
09:00,D2C,CAR,14
09:00,D2C,TAXI,0
09:00,D2C,LGV,1
09:00,D2C,OGV1,0
09:00,D2C,OGV2,0
09:00,D2C,CDB,0
09:00,D2C,BEB,0
09:00,D2C,OB,0
09:00,D2C,TOT,16
09:00,D2C,PCU,15.1
09:15,A2B,PCL,0
09:15,A2B,MCL,0
09:15,A2B,CAR,0
09:15,A2B,TAXI,0
09:15,A2B,LGV,0
09:15,A2B,OGV1,0
09:15,A2B,OGV2,0
09:15,A2B,CDB,0
09:15,A2B,BEB,0
09:15,A2B,OB,0
09:15,A2B,TOT,0
09:15,A2B,PCU,0
09:15,A2C,PCL,0
09:15,A2C,MCL,0
09:15,A2C,CAR,1
09:15,A2C,TAXI,0
09:15,A2C,LGV,0
09:15,A2C,OGV1,0
09:15,A2C,OGV2,0
09:15,A2C,CDB,0
09:15,A2C,BEB,0
09:15,A2C,OB,0
09:15,A2C,TOT,1
09:15,A2C,PCU,1
09:15,A2D,PCL,0
09:15,A2D,MCL,0
09:15,A2D,CAR,2
09:15,A2D,TAXI,0
09:15,A2D,LGV,0
09:15,A2D,OGV1,0
09:15,A2D,OGV2,0
09:15,A2D,CDB,0
09:15,A2D,BEB,0
09:15,A2D,OB,0
09:15,A2D,TOT,2
09:15,A2D,PCU,2
09:15,B2A,PCL,0
09:15,B2A,MCL,0
09:15,B2A,CAR,0
09:15,B2A,TAXI,0
09:15,B2A,LGV,3
09:15,B2A,OGV1,0
09:15,B2A,OGV2,0
09:15,B2A,CDB,0
09:15,B2A,BEB,0
09:15,B2A,OB,0
09:15,B2A,TOT,3
09:15,B2A,PCU,3
09:15,B2C,PCL,0
09:15,B2C,MCL,0
09:15,B2C,CAR,11
09:15,B2C,TAXI,0
09:15,B2C,LGV,0
09:15,B2C,OGV1,0
09:15,B2C,OGV2,0
09:15,B2C,CDB,0
09:15,B2C,BEB,0
09:15,B2C,OB,0
09:15,B2C,TOT,11
09:15,B2C,PCU,11
09:15,B2D,PCL,0
09:15,B2D,MCL,0
09:15,B2D,CAR,0
09:15,B2D,TAXI,0
09:15,B2D,LGV,0
09:15,B2D,OGV1,0
09:15,B2D,OGV2,0
09:15,B2D,CDB,0
09:15,B2D,BEB,0
09:15,B2D,OB,0
09:15,B2D,TOT,0
09:15,B2D,PCU,0
09:15,C2A,PCL,0
09:15,C2A,MCL,1
09:15,C2A,CAR,69
09:15,C2A,TAXI,0
09:15,C2A,LGV,11
09:15,C2A,OGV1,2
09:15,C2A,OGV2,0
09:15,C2A,CDB,0
09:15,C2A,BEB,0
09:15,C2A,OB,0
09:15,C2A,TOT,83
09:15,C2A,PCU,83.4
09:15,C2B,PCL,6
09:15,C2B,MCL,0
09:15,C2B,CAR,130
09:15,C2B,TAXI,0
09:15,C2B,LGV,15
09:15,C2B,OGV1,1
09:15,C2B,OGV2,2
09:15,C2B,CDB,0
09:15,C2B,BEB,0
09:15,C2B,OB,0
09:15,C2B,TOT,154
09:15,C2B,PCU,151.7
09:15,C2D,PCL,4
09:15,C2D,MCL,0
09:15,C2D,CAR,36
09:15,C2D,TAXI,0
09:15,C2D,LGV,0
09:15,C2D,OGV1,0
09:15,C2D,OGV2,0
09:15,C2D,CDB,0
09:15,C2D,BEB,0
09:15,C2D,OB,0
09:15,C2D,TOT,40
09:15,C2D,PCU,36.4
09:15,D2A,PCL,0
09:15,D2A,MCL,0
09:15,D2A,CAR,44
09:15,D2A,TAXI,2
09:15,D2A,LGV,10
09:15,D2A,OGV1,3
09:15,D2A,OGV2,3
09:15,D2A,CDB,0
09:15,D2A,BEB,0
09:15,D2A,OB,2
09:15,D2A,TOT,64
09:15,D2A,PCU,71.4
09:15,D2B,PCL,0
09:15,D2B,MCL,0
09:15,D2B,CAR,0
09:15,D2B,TAXI,0
09:15,D2B,LGV,0
09:15,D2B,OGV1,0
09:15,D2B,OGV2,0
09:15,D2B,CDB,0
09:15,D2B,BEB,0
09:15,D2B,OB,0
09:15,D2B,TOT,0
09:15,D2B,PCU,0
09:15,D2C,PCL,4
09:15,D2C,MCL,0
09:15,D2C,CAR,14
09:15,D2C,TAXI,0
09:15,D2C,LGV,0
09:15,D2C,OGV1,0
09:15,D2C,OGV2,0
09:15,D2C,CDB,0
09:15,D2C,BEB,0
09:15,D2C,OB,0
09:15,D2C,TOT,18
09:15,D2C,PCU,14.4
09:30,A2B,PCL,0
09:30,A2B,MCL,0
09:30,A2B,CAR,0
09:30,A2B,TAXI,0
09:30,A2B,LGV,0
09:30,A2B,OGV1,0
09:30,A2B,OGV2,0
09:30,A2B,CDB,0
09:30,A2B,BEB,0
09:30,A2B,OB,0
09:30,A2B,TOT,0
09:30,A2B,PCU,0
09:30,A2C,PCL,0
09:30,A2C,MCL,0
09:30,A2C,CAR,1
09:30,A2C,TAXI,0
09:30,A2C,LGV,0
09:30,A2C,OGV1,0
09:30,A2C,OGV2,0
09:30,A2C,CDB,0
09:30,A2C,BEB,0
09:30,A2C,OB,0
09:30,A2C,TOT,1
09:30,A2C,PCU,1
09:30,A2D,PCL,0
09:30,A2D,MCL,0
09:30,A2D,CAR,4
09:30,A2D,TAXI,2
09:30,A2D,LGV,2
09:30,A2D,OGV1,0
09:30,A2D,OGV2,0
09:30,A2D,CDB,0
09:30,A2D,BEB,0
09:30,A2D,OB,0
09:30,A2D,TOT,8
09:30,A2D,PCU,8
09:30,B2A,PCL,0
09:30,B2A,MCL,0
09:30,B2A,CAR,1
09:30,B2A,TAXI,0
09:30,B2A,LGV,1
09:30,B2A,OGV1,0
09:30,B2A,OGV2,0
09:30,B2A,CDB,0
09:30,B2A,BEB,0
09:30,B2A,OB,0
09:30,B2A,TOT,2
09:30,B2A,PCU,2
09:30,B2C,PCL,0
09:30,B2C,MCL,0
09:30,B2C,CAR,5
09:30,B2C,TAXI,0
09:30,B2C,LGV,0
09:30,B2C,OGV1,0
09:30,B2C,OGV2,0
09:30,B2C,CDB,0
09:30,B2C,BEB,0
09:30,B2C,OB,0
09:30,B2C,TOT,5
09:30,B2C,PCU,5
09:30,B2D,PCL,0
09:30,B2D,MCL,0
09:30,B2D,CAR,0
09:30,B2D,TAXI,0
09:30,B2D,LGV,0
09:30,B2D,OGV1,0
09:30,B2D,OGV2,0
09:30,B2D,CDB,0
09:30,B2D,BEB,0
09:30,B2D,OB,0
09:30,B2D,TOT,0
09:30,B2D,PCU,0
09:30,C2A,PCL,0
09:30,C2A,MCL,0
09:30,C2A,CAR,25
09:30,C2A,TAXI,0
09:30,C2A,LGV,0
09:30,C2A,OGV1,1
09:30,C2A,OGV2,1
09:30,C2A,CDB,0
09:30,C2A,BEB,0
09:30,C2A,OB,1
09:30,C2A,TOT,28
09:30,C2A,PCU,30.8
09:30,C2B,PCL,6
09:30,C2B,MCL,0
09:30,C2B,CAR,73
09:30,C2B,TAXI,1
09:30,C2B,LGV,10
09:30,C2B,OGV1,2
09:30,C2B,OGV2,1
09:30,C2B,CDB,0
09:30,C2B,BEB,0
09:30,C2B,OB,1
09:30,C2B,TOT,94
09:30,C2B,PCU,91.9
09:30,C2D,PCL,2
09:30,C2D,MCL,0
09:30,C2D,CAR,25
09:30,C2D,TAXI,0
09:30,C2D,LGV,1
09:30,C2D,OGV1,0
09:30,C2D,OGV2,0
09:30,C2D,CDB,0
09:30,C2D,BEB,0
09:30,C2D,OB,0
09:30,C2D,TOT,28
09:30,C2D,PCU,26.2
09:30,D2A,PCL,0
09:30,D2A,MCL,0
09:30,D2A,CAR,30
09:30,D2A,TAXI,0
09:30,D2A,LGV,15
09:30,D2A,OGV1,2
09:30,D2A,OGV2,3
09:30,D2A,CDB,0
09:30,D2A,BEB,0
09:30,D2A,OB,1
09:30,D2A,TOT,51
09:30,D2A,PCU,56.9
09:30,D2B,PCL,0
09:30,D2B,MCL,0
09:30,D2B,CAR,0
09:30,D2B,TAXI,0
09:30,D2B,LGV,0
09:30,D2B,OGV1,0
09:30,D2B,OGV2,0
09:30,D2B,CDB,0
09:30,D2B,BEB,0
09:30,D2B,OB,0
09:30,D2B,TOT,0
09:30,D2B,PCU,0
09:30,D2C,PCL,5
09:30,D2C,MCL,0
09:30,D2C,CAR,22
09:30,D2C,TAXI,0
09:30,D2C,LGV,0
09:30,D2C,OGV1,1
09:30,D2C,OGV2,0
09:30,D2C,CDB,0
09:30,D2C,BEB,0
09:30,D2C,OB,0
09:30,D2C,TOT,28
09:30,D2C,PCU,24
09:45,A2B,PCL,0
09:45,A2B,MCL,0
09:45,A2B,CAR,0
09:45,A2B,TAXI,0
09:45,A2B,LGV,0
09:45,A2B,OGV1,0
09:45,A2B,OGV2,0
09:45,A2B,CDB,0
09:45,A2B,BEB,0
09:45,A2B,OB,0
09:45,A2B,TOT,0
09:45,A2B,PCU,0
09:45,A2C,PCL,0
09:45,A2C,MCL,0
09:45,A2C,CAR,1
09:45,A2C,TAXI,0
09:45,A2C,LGV,1
09:45,A2C,OGV1,0
09:45,A2C,OGV2,0
09:45,A2C,CDB,0
09:45,A2C,BEB,0
09:45,A2C,OB,0
09:45,A2C,TOT,2
09:45,A2C,PCU,2
09:45,A2D,PCL,0
09:45,A2D,MCL,0
09:45,A2D,CAR,2
09:45,A2D,TAXI,1
09:45,A2D,LGV,0
09:45,A2D,OGV1,0
09:45,A2D,OGV2,0
09:45,A2D,CDB,0
09:45,A2D,BEB,0
09:45,A2D,OB,0
09:45,A2D,TOT,3
09:45,A2D,PCU,3
09:45,B2A,PCL,0
09:45,B2A,MCL,0
09:45,B2A,CAR,3
09:45,B2A,TAXI,0
09:45,B2A,LGV,1
09:45,B2A,OGV1,0
09:45,B2A,OGV2,0
09:45,B2A,CDB,0
09:45,B2A,BEB,0
09:45,B2A,OB,0
09:45,B2A,TOT,4
09:45,B2A,PCU,4
09:45,B2C,PCL,0
09:45,B2C,MCL,0
09:45,B2C,CAR,2
09:45,B2C,TAXI,0
09:45,B2C,LGV,0
09:45,B2C,OGV1,0
09:45,B2C,OGV2,0
09:45,B2C,CDB,0
09:45,B2C,BEB,0
09:45,B2C,OB,0
09:45,B2C,TOT,2
09:45,B2C,PCU,2
09:45,B2D,PCL,0
09:45,B2D,MCL,0
09:45,B2D,CAR,0
09:45,B2D,TAXI,0
09:45,B2D,LGV,0
09:45,B2D,OGV1,0
09:45,B2D,OGV2,0
09:45,B2D,CDB,0
09:45,B2D,BEB,0
09:45,B2D,OB,0
09:45,B2D,TOT,0
09:45,B2D,PCU,0
09:45,C2A,PCL,0
09:45,C2A,MCL,0
09:45,C2A,CAR,49
09:45,C2A,TAXI,0
09:45,C2A,LGV,9
09:45,C2A,OGV1,1
09:45,C2A,OGV2,0
09:45,C2A,CDB,0
09:45,C2A,BEB,0
09:45,C2A,OB,0
09:45,C2A,TOT,59
09:45,C2A,PCU,59.5
09:45,C2B,PCL,2
09:45,C2B,MCL,0
09:45,C2B,CAR,94
09:45,C2B,TAXI,1
09:45,C2B,LGV,17
09:45,C2B,OGV1,2
09:45,C2B,OGV2,2
09:45,C2B,CDB,0
09:45,C2B,BEB,0
09:45,C2B,OB,0
09:45,C2B,TOT,118
09:45,C2B,PCU,119.8
09:45,C2D,PCL,1
09:45,C2D,MCL,0
09:45,C2D,CAR,8
09:45,C2D,TAXI,0
09:45,C2D,LGV,2
09:45,C2D,OGV1,0
09:45,C2D,OGV2,0
09:45,C2D,CDB,0
09:45,C2D,BEB,0
09:45,C2D,OB,0
09:45,C2D,TOT,11
09:45,C2D,PCU,10.1
09:45,D2A,PCL,1
09:45,D2A,MCL,0
09:45,D2A,CAR,32
09:45,D2A,TAXI,1
09:45,D2A,LGV,10
09:45,D2A,OGV1,0
09:45,D2A,OGV2,1
09:45,D2A,CDB,0
09:45,D2A,BEB,0
09:45,D2A,OB,0
09:45,D2A,TOT,45
09:45,D2A,PCU,45.4
09:45,D2B,PCL,0
09:45,D2B,MCL,0
09:45,D2B,CAR,0
09:45,D2B,TAXI,0
09:45,D2B,LGV,0
09:45,D2B,OGV1,0
09:45,D2B,OGV2,0
09:45,D2B,CDB,0
09:45,D2B,BEB,0
09:45,D2B,OB,0
09:45,D2B,TOT,0
09:45,D2B,PCU,0
09:45,D2C,PCL,3
09:45,D2C,MCL,0
09:45,D2C,CAR,16
09:45,D2C,TAXI,0
09:45,D2C,LGV,1
09:45,D2C,OGV1,0
09:45,D2C,OGV2,0
09:45,D2C,CDB,0
09:45,D2C,BEB,1
09:45,D2C,OB,0
09:45,D2C,TOT,21
09:45,D2C,PCU,19.3
10:00,A2B,PCL,0
10:00,A2B,MCL,0
10:00,A2B,CAR,0
10:00,A2B,TAXI,0
10:00,A2B,LGV,0
10:00,A2B,OGV1,0
10:00,A2B,OGV2,0
10:00,A2B,CDB,0
10:00,A2B,BEB,0
10:00,A2B,OB,0
10:00,A2B,TOT,0
10:00,A2B,PCU,0
10:00,A2C,PCL,0
10:00,A2C,MCL,0
10:00,A2C,CAR,0
10:00,A2C,TAXI,0
10:00,A2C,LGV,0
10:00,A2C,OGV1,0
10:00,A2C,OGV2,0
10:00,A2C,CDB,0
10:00,A2C,BEB,0
10:00,A2C,OB,0
10:00,A2C,TOT,0
10:00,A2C,PCU,0
10:00,A2D,PCL,0
10:00,A2D,MCL,0
10:00,A2D,CAR,3
10:00,A2D,TAXI,0
10:00,A2D,LGV,0
10:00,A2D,OGV1,0
10:00,A2D,OGV2,0
10:00,A2D,CDB,0
10:00,A2D,BEB,0
10:00,A2D,OB,0
10:00,A2D,TOT,3
10:00,A2D,PCU,3
10:00,B2A,PCL,0
10:00,B2A,MCL,0
10:00,B2A,CAR,1
10:00,B2A,TAXI,0
10:00,B2A,LGV,0
10:00,B2A,OGV1,0
10:00,B2A,OGV2,0
10:00,B2A,CDB,0
10:00,B2A,BEB,0
10:00,B2A,OB,0
10:00,B2A,TOT,1
10:00,B2A,PCU,1
10:00,B2C,PCL,0
10:00,B2C,MCL,0
10:00,B2C,CAR,4
10:00,B2C,TAXI,0
10:00,B2C,LGV,0
10:00,B2C,OGV1,0
10:00,B2C,OGV2,0
10:00,B2C,CDB,0
10:00,B2C,BEB,0
10:00,B2C,OB,0
10:00,B2C,TOT,4
10:00,B2C,PCU,4
10:00,B2D,PCL,0
10:00,B2D,MCL,0
10:00,B2D,CAR,0
10:00,B2D,TAXI,0
10:00,B2D,LGV,0
10:00,B2D,OGV1,0
10:00,B2D,OGV2,0
10:00,B2D,CDB,0
10:00,B2D,BEB,0
10:00,B2D,OB,0
10:00,B2D,TOT,0
10:00,B2D,PCU,0
10:00,C2A,PCL,0
10:00,C2A,MCL,0
10:00,C2A,CAR,30
10:00,C2A,TAXI,1
10:00,C2A,LGV,5
10:00,C2A,OGV1,0
10:00,C2A,OGV2,0
10:00,C2A,CDB,0
10:00,C2A,BEB,0
10:00,C2A,OB,0
10:00,C2A,TOT,36
10:00,C2A,PCU,36
10:00,C2B,PCL,2
10:00,C2B,MCL,0
10:00,C2B,CAR,84
10:00,C2B,TAXI,2
10:00,C2B,LGV,11
10:00,C2B,OGV1,0
10:00,C2B,OGV2,2
10:00,C2B,CDB,0
10:00,C2B,BEB,0
10:00,C2B,OB,0
10:00,C2B,TOT,101
10:00,C2B,PCU,101.8
10:00,C2D,PCL,1
10:00,C2D,MCL,0
10:00,C2D,CAR,13
10:00,C2D,TAXI,1
10:00,C2D,LGV,1
10:00,C2D,OGV1,0
10:00,C2D,OGV2,0
10:00,C2D,CDB,0
10:00,C2D,BEB,0
10:00,C2D,OB,0
10:00,C2D,TOT,16
10:00,C2D,PCU,15.1
10:00,D2A,PCL,0
10:00,D2A,MCL,0
10:00,D2A,CAR,38
10:00,D2A,TAXI,1
10:00,D2A,LGV,8
10:00,D2A,OGV1,6
10:00,D2A,OGV2,1
10:00,D2A,CDB,0
10:00,D2A,BEB,0
10:00,D2A,OB,0
10:00,D2A,TOT,54
10:00,D2A,PCU,58.3
10:00,D2B,PCL,0
10:00,D2B,MCL,0
10:00,D2B,CAR,0
10:00,D2B,TAXI,0
10:00,D2B,LGV,0
10:00,D2B,OGV1,0
10:00,D2B,OGV2,0
10:00,D2B,CDB,0
10:00,D2B,BEB,0
10:00,D2B,OB,0
10:00,D2B,TOT,0
10:00,D2B,PCU,0
10:00,D2C,PCL,1
10:00,D2C,MCL,0
10:00,D2C,CAR,17
10:00,D2C,TAXI,0
10:00,D2C,LGV,1
10:00,D2C,OGV1,1
10:00,D2C,OGV2,0
10:00,D2C,CDB,0
10:00,D2C,BEB,0
10:00,D2C,OB,0
10:00,D2C,TOT,20
10:00,D2C,PCU,19.6
10:15,A2B,PCL,0
10:15,A2B,MCL,0
10:15,A2B,CAR,0
10:15,A2B,TAXI,0
10:15,A2B,LGV,0
10:15,A2B,OGV1,0
10:15,A2B,OGV2,0
10:15,A2B,CDB,0
10:15,A2B,BEB,0
10:15,A2B,OB,0
10:15,A2B,TOT,0
10:15,A2B,PCU,0
10:15,A2C,PCL,0
10:15,A2C,MCL,0
10:15,A2C,CAR,0
10:15,A2C,TAXI,0
10:15,A2C,LGV,1
10:15,A2C,OGV1,0
10:15,A2C,OGV2,0
10:15,A2C,CDB,0
10:15,A2C,BEB,0
10:15,A2C,OB,0
10:15,A2C,TOT,1
10:15,A2C,PCU,1
10:15,A2D,PCL,0
10:15,A2D,MCL,0
10:15,A2D,CAR,2
10:15,A2D,TAXI,1
10:15,A2D,LGV,1
10:15,A2D,OGV1,0
10:15,A2D,OGV2,0
10:15,A2D,CDB,0
10:15,A2D,BEB,0
10:15,A2D,OB,0
10:15,A2D,TOT,4
10:15,A2D,PCU,4
10:15,B2A,PCL,0
10:15,B2A,MCL,0
10:15,B2A,CAR,3
10:15,B2A,TAXI,0
10:15,B2A,LGV,0
10:15,B2A,OGV1,0
10:15,B2A,OGV2,0
10:15,B2A,CDB,0
10:15,B2A,BEB,0
10:15,B2A,OB,0
10:15,B2A,TOT,3
10:15,B2A,PCU,3
10:15,B2C,PCL,0
10:15,B2C,MCL,0
10:15,B2C,CAR,0
10:15,B2C,TAXI,0
10:15,B2C,LGV,0
10:15,B2C,OGV1,0
10:15,B2C,OGV2,0
10:15,B2C,CDB,0
10:15,B2C,BEB,0
10:15,B2C,OB,0
10:15,B2C,TOT,0
10:15,B2C,PCU,0
10:15,B2D,PCL,0
10:15,B2D,MCL,0
10:15,B2D,CAR,0
10:15,B2D,TAXI,0
10:15,B2D,LGV,0
10:15,B2D,OGV1,0
10:15,B2D,OGV2,0
10:15,B2D,CDB,0
10:15,B2D,BEB,0
10:15,B2D,OB,0
10:15,B2D,TOT,0
10:15,B2D,PCU,0
10:15,C2A,PCL,0
10:15,C2A,MCL,0
10:15,C2A,CAR,26
10:15,C2A,TAXI,0
10:15,C2A,LGV,5
10:15,C2A,OGV1,0
10:15,C2A,OGV2,1
10:15,C2A,CDB,0
10:15,C2A,BEB,0
10:15,C2A,OB,0
10:15,C2A,TOT,32
10:15,C2A,PCU,33.3
10:15,C2B,PCL,0
